district,date,day_of_week,day,month,year,mean_intensity
Puente de Vallecas,2017-12-29,Friday,29,12,2017,418.20540740391493
Puente de Vallecas,2017-12-30,Saturday,30,12,2017,357.0826549499741
Puente de Vallecas,2017-12-31,Sunday,31,12,2017,314.8457411591573
Puente de Vallecas,2018-01-01,Monday,1,1,2018,306.4920695763997
Puente de Vallecas,2018-01-02,Tuesday,2,1,2018,398.2841343913717
Puente de Vallecas,2018-01-03,Wednesday,3,1,2018,407.6774375350907
Puente de Vallecas,2018-01-04,Thursday,4,1,2018,418.90298923612136
Puente de Vallecas,2018-01-05,Friday,5,1,2018,413.0313991299359
Puente de Vallecas,2018-01-06,Saturday,6,1,2018,329.29639745844213
Puente de Vallecas,2018-01-07,Sunday,7,1,2018,284.6166729431778
Puente de Vallecas,2018-01-08,Monday,8,1,2018,403.4289387206692
Puente de Vallecas,2018-01-09,Tuesday,9,1,2018,410.44065969862413
Puente de Vallecas,2018-01-10,Wednesday,10,1,2018,416.61612017619575
Puente de Vallecas,2018-01-11,Thursday,11,1,2018,431.39783170931355
Puente de Vallecas,2018-01-12,Friday,12,1,2018,450.24701358231283
Puente de Vallecas,2018-01-13,Saturday,13,1,2018,353.7948352801542
Puente de Vallecas,2018-01-14,Sunday,14,1,2018,300.09001321829203
Puente de Vallecas,2018-01-15,Monday,15,1,2018,411.9381910001772
Puente de Vallecas,2018-01-16,Tuesday,16,1,2018,417.46768449428237
Puente de Vallecas,2018-01-17,Wednesday,17,1,2018,421.80993917870137
Puente de Vallecas,2018-01-18,Thursday,18,1,2018,426.12629698389463
Puente de Vallecas,2018-01-19,Friday,19,1,2018,438.0841517221908
Puente de Vallecas,2018-01-20,Saturday,20,1,2018,353.98800254246055
Puente de Vallecas,2018-01-21,Sunday,21,1,2018,309.4412236625165
Puente de Vallecas,2018-01-22,Monday,22,1,2018,406.5621708245311
Puente de Vallecas,2018-01-23,Tuesday,23,1,2018,410.13065714307396
Puente de Vallecas,2018-01-24,Wednesday,24,1,2018,411.547215811258
Puente de Vallecas,2018-01-25,Thursday,25,1,2018,419.5152557261953
Puente de Vallecas,2018-01-26,Friday,26,1,2018,431.3719878256243
Puente de Vallecas,2018-01-27,Saturday,27,1,2018,360.33645291239634
Puente de Vallecas,2018-01-28,Sunday,28,1,2018,308.3215293284916
Puente de Vallecas,2018-01-29,Monday,29,1,2018,415.24276783238605
Puente de Vallecas,2018-01-30,Tuesday,30,1,2018,414.53061316767
Puente de Vallecas,2018-01-31,Wednesday,31,1,2018,424.5103941638823
Puente de Vallecas,2018-02-01,Thursday,1,2,2018,431.35436726136425
Puente de Vallecas,2018-02-02,Friday,2,2,2018,442.4369939102156
Puente de Vallecas,2018-02-03,Saturday,3,2,2018,357.91848085869253
Puente de Vallecas,2018-02-04,Sunday,4,2,2018,290.06554260872826
Puente de Vallecas,2018-02-05,Monday,5,2,2018,385.2762751654257
Puente de Vallecas,2018-02-06,Tuesday,6,2,2018,412.78896042520313
Puente de Vallecas,2018-02-07,Wednesday,7,2,2018,420.55988176125106
Puente de Vallecas,2018-02-08,Thursday,8,2,2018,428.4197074065072
Puente de Vallecas,2018-02-09,Friday,9,2,2018,429.9540192155723
Puente de Vallecas,2018-02-10,Saturday,10,2,2018,355.1055537188092
Puente de Vallecas,2018-02-11,Sunday,11,2,2018,321.2718428355614
Puente de Vallecas,2018-02-12,Monday,12,2,2018,416.61678583347293
Puente de Vallecas,2018-02-13,Tuesday,13,2,2018,423.4148265304615
Puente de Vallecas,2018-02-14,Wednesday,14,2,2018,429.1144002265872
Puente de Vallecas,2018-02-15,Thursday,15,2,2018,414.1940753289726
Puente de Vallecas,2018-02-16,Friday,16,2,2018,419.5047053346618
Puente de Vallecas,2018-02-17,Saturday,17,2,2018,340.39123634108324
Puente de Vallecas,2018-02-18,Sunday,18,2,2018,309.65655437581614
Puente de Vallecas,2018-02-19,Monday,19,2,2018,410.9499561437007
Puente de Vallecas,2018-02-20,Tuesday,20,2,2018,412.7161270694921
Puente de Vallecas,2018-02-21,Wednesday,21,2,2018,417.23706080323365
Puente de Vallecas,2018-02-22,Thursday,22,2,2018,421.42887698472583
Puente de Vallecas,2018-02-23,Friday,23,2,2018,438.78777409720004
Puente de Vallecas,2018-02-24,Saturday,24,2,2018,363.7276895126191
Puente de Vallecas,2018-02-25,Sunday,25,2,2018,317.97305703233025
Puente de Vallecas,2018-02-26,Monday,26,2,2018,413.42866641203614
Puente de Vallecas,2018-02-27,Tuesday,27,2,2018,416.99869922160997
Puente de Vallecas,2018-02-28,Wednesday,28,2,2018,417.5517745855377
Puente de Vallecas,2018-03-01,Thursday,1,3,2018,431.1115737489953
Puente de Vallecas,2018-03-02,Friday,2,3,2018,447.17512381624977
Puente de Vallecas,2018-03-03,Saturday,3,3,2018,366.5346492168947
Puente de Vallecas,2018-03-04,Sunday,4,3,2018,314.11209477556616
Puente de Vallecas,2018-03-05,Monday,5,3,2018,414.4224241179453
Puente de Vallecas,2018-03-06,Tuesday,6,3,2018,415.09131960565674
Puente de Vallecas,2018-03-07,Wednesday,7,3,2018,426.155602148928
Puente de Vallecas,2018-03-08,Thursday,8,3,2018,423.19809561668427
Puente de Vallecas,2018-03-09,Friday,9,3,2018,445.2312104576957
Puente de Vallecas,2018-03-10,Saturday,10,3,2018,332.666035471933
Puente de Vallecas,2018-03-11,Sunday,11,3,2018,318.92093843209756
Puente de Vallecas,2018-03-12,Monday,12,3,2018,419.12266157913393
Puente de Vallecas,2018-03-13,Tuesday,13,3,2018,421.6620218903028
Puente de Vallecas,2018-03-14,Wednesday,14,3,2018,419.13383707601525
Puente de Vallecas,2018-03-15,Thursday,15,3,2018,426.04493045299006
Puente de Vallecas,2018-03-16,Friday,16,3,2018,441.4796002214239
Puente de Vallecas,2018-03-17,Saturday,17,3,2018,362.4294483949614
Puente de Vallecas,2018-03-18,Sunday,18,3,2018,330.8379312483407
Puente de Vallecas,2018-03-19,Monday,19,3,2018,427.0777576954802
Puente de Vallecas,2018-03-20,Tuesday,20,3,2018,420.69327290413554
Puente de Vallecas,2018-03-21,Wednesday,21,3,2018,422.7247378832246
Puente de Vallecas,2018-03-22,Thursday,22,3,2018,433.92073683925094
Puente de Vallecas,2018-03-23,Friday,23,3,2018,428.86060246395755
Puente de Vallecas,2018-03-24,Saturday,24,3,2018,335.4683793731812
Puente de Vallecas,2018-03-25,Sunday,25,3,2018,300.9020513027821
Puente de Vallecas,2018-03-26,Monday,26,3,2018,395.5680291330591
Puente de Vallecas,2018-03-27,Tuesday,27,3,2018,399.0905459660612
Puente de Vallecas,2018-03-28,Wednesday,28,3,2018,406.3827989342459
Puente de Vallecas,2018-03-29,Thursday,29,3,2018,258.61250384273416
Puente de Vallecas,2018-03-30,Friday,30,3,2018,226.60692858647477
Puente de Vallecas,2018-03-31,Saturday,31,3,2018,268.5014744969492
Puente de Vallecas,2018-04-01,Sunday,1,4,2018,293.97669833122404
Puente de Vallecas,2018-04-02,Monday,2,4,2018,424.04317661655136
Puente de Vallecas,2018-04-03,Tuesday,3,4,2018,428.83573351342403
Puente de Vallecas,2018-04-04,Wednesday,4,4,2018,433.99154410262355
Puente de Vallecas,2018-04-05,Thursday,5,4,2018,437.2094734551724
Puente de Vallecas,2018-04-06,Friday,6,4,2018,455.7629910022263
Puente de Vallecas,2018-04-07,Saturday,7,4,2018,368.70134001989544
Puente de Vallecas,2018-04-08,Sunday,8,4,2018,325.23295253303183
Puente de Vallecas,2018-04-09,Monday,9,4,2018,420.6801413425609
Puente de Vallecas,2018-04-10,Tuesday,10,4,2018,423.2818978741701
Puente de Vallecas,2018-04-11,Wednesday,11,4,2018,429.08514044542034
Puente de Vallecas,2018-04-12,Thursday,12,4,2018,435.1062630675097
Puente de Vallecas,2018-04-13,Friday,13,4,2018,445.97112414439
Puente de Vallecas,2018-04-14,Saturday,14,4,2018,365.1051151975947
Puente de Vallecas,2018-04-15,Sunday,15,4,2018,336.02426053016575
Puente de Vallecas,2018-04-16,Monday,16,4,2018,427.6583090193069
Puente de Vallecas,2018-04-17,Tuesday,17,4,2018,422.8906134081984
Puente de Vallecas,2018-04-18,Wednesday,18,4,2018,425.27079484438997
Puente de Vallecas,2018-04-19,Thursday,19,4,2018,434.05391368621554
Puente de Vallecas,2018-04-20,Friday,20,4,2018,446.9564505784288
Puente de Vallecas,2018-04-21,Saturday,21,4,2018,370.977109934489
Puente de Vallecas,2018-04-22,Sunday,22,4,2018,329.2208338626697
Puente de Vallecas,2018-04-23,Monday,23,4,2018,426.05692440765364
Puente de Vallecas,2018-04-24,Tuesday,24,4,2018,425.62488561263456
Puente de Vallecas,2018-04-25,Wednesday,25,4,2018,435.1827988990591
Puente de Vallecas,2018-04-26,Thursday,26,4,2018,443.63874040147505
Puente de Vallecas,2018-04-27,Friday,27,4,2018,455.0966095881834
Puente de Vallecas,2018-04-28,Saturday,28,4,2018,337.5916389181981
Puente de Vallecas,2018-04-29,Sunday,29,4,2018,284.5372530406239
Puente de Vallecas,2018-04-30,Monday,30,4,2018,373.5415427444033
Puente de Vallecas,2018-05-01,Tuesday,1,5,2018,258.51224470651573
Puente de Vallecas,2018-05-02,Wednesday,2,5,2018,284.27461164506263
Puente de Vallecas,2018-05-03,Thursday,3,5,2018,438.2433724631638
Puente de Vallecas,2018-05-04,Friday,4,5,2018,458.1141824978701
Puente de Vallecas,2018-05-05,Saturday,5,5,2018,378.1731347838077
Puente de Vallecas,2018-05-06,Sunday,6,5,2018,357.0468719550194
Puente de Vallecas,2018-05-07,Monday,7,5,2018,445.37175114091843
Puente de Vallecas,2018-05-08,Tuesday,8,5,2018,443.1978285205987
Puente de Vallecas,2018-05-09,Wednesday,9,5,2018,436.1039854050837
Puente de Vallecas,2018-05-10,Thursday,10,5,2018,458.77940131025855
Puente de Vallecas,2018-05-11,Friday,11,5,2018,470.3545728475774
Puente de Vallecas,2018-05-12,Saturday,12,5,2018,365.3053154341458
Puente de Vallecas,2018-05-13,Sunday,13,5,2018,329.9251873855343
Puente de Vallecas,2018-05-14,Monday,14,5,2018,432.27307959795024
Puente de Vallecas,2018-05-15,Tuesday,15,5,2018,314.08081204854
Puente de Vallecas,2018-05-16,Wednesday,16,5,2018,438.2668037145654
Puente de Vallecas,2018-05-17,Thursday,17,5,2018,444.5385019592384
Puente de Vallecas,2018-05-18,Friday,18,5,2018,459.26862723657615
Puente de Vallecas,2018-05-19,Saturday,19,5,2018,359.3332239067171
Puente de Vallecas,2018-05-20,Sunday,20,5,2018,328.0162251956707
Puente de Vallecas,2018-05-21,Monday,21,5,2018,437.5156359928141
Puente de Vallecas,2018-05-22,Tuesday,22,5,2018,439.6573994734152
Puente de Vallecas,2018-05-23,Wednesday,23,5,2018,437.92628751634663
Puente de Vallecas,2018-05-24,Thursday,24,5,2018,446.1973728196503
Puente de Vallecas,2018-05-25,Friday,25,5,2018,446.16796698708185
Puente de Vallecas,2018-05-26,Saturday,26,5,2018,351.6063088959173
Puente de Vallecas,2018-05-27,Sunday,27,5,2018,343.5408016925639
Puente de Vallecas,2018-05-28,Monday,28,5,2018,431.3195246856516
Puente de Vallecas,2018-05-29,Tuesday,29,5,2018,438.13597264690543
Puente de Vallecas,2018-05-30,Wednesday,30,5,2018,444.1594715258815
Puente de Vallecas,2018-05-31,Thursday,31,5,2018,447.79367257758116
Puente de Vallecas,2018-06-01,Friday,1,6,2018,461.00090424802374
Puente de Vallecas,2018-06-02,Saturday,2,6,2018,366.1392237718089
Puente de Vallecas,2018-06-03,Sunday,3,6,2018,329.4926746972836
Puente de Vallecas,2018-06-04,Monday,4,6,2018,423.3077599944081
Puente de Vallecas,2018-06-05,Tuesday,5,6,2018,431.4938039891696
Puente de Vallecas,2018-06-06,Wednesday,6,6,2018,433.93805775113987
Puente de Vallecas,2018-06-07,Thursday,7,6,2018,442.3830223919888
Puente de Vallecas,2018-06-08,Friday,8,6,2018,462.20998386561246
Puente de Vallecas,2018-06-09,Saturday,9,6,2018,406.90644628148567
Puente de Vallecas,2018-06-10,Sunday,10,6,2018,375.25461801424547
Puente de Vallecas,2018-06-11,Monday,11,6,2018,469.3432702750858
Puente de Vallecas,2018-06-12,Tuesday,12,6,2018,449.6544807333531
Puente de Vallecas,2018-06-13,Wednesday,13,6,2018,443.45480806860013
Puente de Vallecas,2018-06-14,Thursday,14,6,2018,446.00163569406544
Puente de Vallecas,2018-06-15,Friday,15,6,2018,467.1628163788689
Puente de Vallecas,2018-06-16,Saturday,16,6,2018,359.404224693101
Puente de Vallecas,2018-06-17,Sunday,17,6,2018,324.5611776738689
Puente de Vallecas,2018-06-18,Monday,18,6,2018,433.0033132485091
Puente de Vallecas,2018-06-19,Tuesday,19,6,2018,437.4523697789058
Puente de Vallecas,2018-06-20,Wednesday,20,6,2018,432.73338620149735
Puente de Vallecas,2018-06-21,Thursday,21,6,2018,452.64566275074816
Puente de Vallecas,2018-06-22,Friday,22,6,2018,458.7541735121857
Puente de Vallecas,2018-06-23,Saturday,23,6,2018,352.1077654755942
Puente de Vallecas,2018-06-24,Sunday,24,6,2018,317.8299067992852
Puente de Vallecas,2018-06-25,Monday,25,6,2018,429.94439021762844
Puente de Vallecas,2018-06-26,Tuesday,26,6,2018,432.20352467354826
Puente de Vallecas,2018-06-27,Wednesday,27,6,2018,433.10184112274754
Puente de Vallecas,2018-06-28,Thursday,28,6,2018,440.1991890398996
Puente de Vallecas,2018-06-29,Friday,29,6,2018,454.5205698773414
Puente de Vallecas,2018-06-30,Saturday,30,6,2018,349.26331513218577
Puente de Vallecas,2018-07-01,Sunday,1,7,2018,316.60030686470174
Puente de Vallecas,2018-07-02,Monday,2,7,2018,419.63482574653654
Puente de Vallecas,2018-07-03,Tuesday,3,7,2018,414.53547483799053
Puente de Vallecas,2018-07-04,Wednesday,4,7,2018,430.2657411006404
Puente de Vallecas,2018-07-05,Thursday,5,7,2018,411.7693005413938
Puente de Vallecas,2018-07-06,Friday,6,7,2018,412.0408787407397
Puente de Vallecas,2018-07-07,Saturday,7,7,2018,303.84825434232255
Puente de Vallecas,2018-07-08,Sunday,8,7,2018,285.2518220102786
Puente de Vallecas,2018-07-09,Monday,9,7,2018,398.8051972023342
Puente de Vallecas,2018-07-10,Tuesday,10,7,2018,357.8701564753567
Puente de Vallecas,2018-07-11,Wednesday,11,7,2018,359.52928048244473
Puente de Vallecas,2018-07-12,Thursday,12,7,2018,361.5531691336815
Puente de Vallecas,2018-07-13,Friday,13,7,2018,370.6222487688209
Puente de Vallecas,2018-07-14,Saturday,14,7,2018,278.7176912149155
Puente de Vallecas,2018-07-15,Sunday,15,7,2018,265.78173250887215
Puente de Vallecas,2018-07-16,Monday,16,7,2018,355.20502249148444
Puente de Vallecas,2018-07-17,Tuesday,17,7,2018,347.3186554173898
Puente de Vallecas,2018-07-18,Wednesday,18,7,2018,343.5519115481484
Puente de Vallecas,2018-07-19,Thursday,19,7,2018,344.7556745111177
Puente de Vallecas,2018-07-20,Friday,20,7,2018,354.7290053631119
Puente de Vallecas,2018-07-21,Saturday,21,7,2018,262.2288284277295
Puente de Vallecas,2018-07-22,Sunday,22,7,2018,235.98216979572675
Puente de Vallecas,2018-07-23,Monday,23,7,2018,342.47087317022704
Puente de Vallecas,2018-07-24,Tuesday,24,7,2018,335.61265122311045
Puente de Vallecas,2018-07-25,Wednesday,25,7,2018,337.5705368267227
Puente de Vallecas,2018-07-26,Thursday,26,7,2018,346.53948229665235
Puente de Vallecas,2018-07-27,Friday,27,7,2018,374.7180308558713
Puente de Vallecas,2018-07-28,Saturday,28,7,2018,267.3247287934852
Puente de Vallecas,2018-07-29,Sunday,29,7,2018,245.6346616343893
Puente de Vallecas,2018-07-30,Monday,30,7,2018,356.5762117673851
Puente de Vallecas,2018-07-31,Tuesday,31,7,2018,353.46034603122547
Puente de Vallecas,2018-08-01,Wednesday,1,8,2018,361.2829019826569
Puente de Vallecas,2018-08-02,Thursday,2,8,2018,383.9328189686342
Puente de Vallecas,2018-08-03,Friday,3,8,2018,382.9636928879272
Puente de Vallecas,2018-08-04,Saturday,4,8,2018,280.50542306761025
Puente de Vallecas,2018-08-05,Sunday,5,8,2018,257.1789404200306
Puente de Vallecas,2018-08-06,Monday,6,8,2018,350.7721110130209
Puente de Vallecas,2018-08-07,Tuesday,7,8,2018,339.20896707375374
Puente de Vallecas,2018-08-08,Wednesday,8,8,2018,344.773194082377
Puente de Vallecas,2018-08-09,Thursday,9,8,2018,346.9659253815952
Puente de Vallecas,2018-08-10,Friday,10,8,2018,345.43252261393343
Puente de Vallecas,2018-08-11,Saturday,11,8,2018,266.0113379054526
Puente de Vallecas,2018-08-12,Sunday,12,8,2018,244.50360243159506
Puente de Vallecas,2018-08-13,Monday,13,8,2018,332.0290203429404
Puente de Vallecas,2018-08-14,Tuesday,14,8,2018,330.3038114671599
Puente de Vallecas,2018-08-15,Wednesday,15,8,2018,240.70077754722175
Puente de Vallecas,2018-08-16,Thursday,16,8,2018,332.2004406166556
Puente de Vallecas,2018-08-17,Friday,17,8,2018,342.6820211285289
Puente de Vallecas,2018-08-18,Saturday,18,8,2018,249.73807606351025
Puente de Vallecas,2018-08-19,Sunday,19,8,2018,250.2830386971191
Puente de Vallecas,2018-08-20,Monday,20,8,2018,334.5620916008445
Puente de Vallecas,2018-08-21,Tuesday,21,8,2018,329.3001414333588
Puente de Vallecas,2018-08-22,Wednesday,22,8,2018,332.19865700059063
Puente de Vallecas,2018-08-23,Thursday,23,8,2018,328.0213804170265
Puente de Vallecas,2018-08-24,Friday,24,8,2018,328.9439014197195
Puente de Vallecas,2018-08-25,Saturday,25,8,2018,252.63333412187453
Puente de Vallecas,2018-08-26,Sunday,26,8,2018,251.53103548402427
Puente de Vallecas,2018-08-27,Monday,27,8,2018,362.3796741896994
Puente de Vallecas,2018-08-28,Tuesday,28,8,2018,353.5820286307838
Puente de Vallecas,2018-08-29,Wednesday,29,8,2018,364.8221997934524
Puente de Vallecas,2018-08-30,Thursday,30,8,2018,380.0473742903163
Puente de Vallecas,2018-08-31,Friday,31,8,2018,393.924451785054
Puente de Vallecas,2018-09-01,Saturday,1,9,2018,319.30221499000254
Puente de Vallecas,2018-09-02,Sunday,2,9,2018,291.3183822489454
Puente de Vallecas,2018-09-03,Monday,3,9,2018,419.5604878862486
Puente de Vallecas,2018-09-04,Tuesday,4,9,2018,431.7839214035399
Puente de Vallecas,2018-09-05,Wednesday,5,9,2018,422.60956130568746
Puente de Vallecas,2018-09-06,Thursday,6,9,2018,434.5229922239121
Puente de Vallecas,2018-09-07,Friday,7,9,2018,444.8955204897724
Puente de Vallecas,2018-09-08,Saturday,8,9,2018,318.8751150681893
Puente de Vallecas,2018-09-09,Sunday,9,9,2018,301.7682194260252
Puente de Vallecas,2018-09-10,Monday,10,9,2018,448.1227101472696
Puente de Vallecas,2018-09-11,Tuesday,11,9,2018,440.7845703280336
Puente de Vallecas,2018-09-12,Wednesday,12,9,2018,444.1044546983362
Puente de Vallecas,2018-09-13,Thursday,13,9,2018,449.21639748719576
Puente de Vallecas,2018-09-14,Friday,14,9,2018,456.4923424171005
Puente de Vallecas,2018-09-15,Saturday,15,9,2018,359.76700488320023
Puente de Vallecas,2018-09-16,Sunday,16,9,2018,334.05642841943325
Puente de Vallecas,2018-09-17,Monday,17,9,2018,442.78996842954535
Puente de Vallecas,2018-09-18,Tuesday,18,9,2018,444.9552038172296
Puente de Vallecas,2018-09-19,Wednesday,19,9,2018,442.8973878382063
Puente de Vallecas,2018-09-20,Thursday,20,9,2018,451.91315902309015
Puente de Vallecas,2018-09-21,Friday,21,9,2018,465.786521133968
Puente de Vallecas,2018-09-22,Saturday,22,9,2018,374.902907087857
Puente de Vallecas,2018-09-23,Sunday,23,9,2018,344.7780413054168
Puente de Vallecas,2018-09-24,Monday,24,9,2018,440.9013935493024
Puente de Vallecas,2018-09-25,Tuesday,25,9,2018,438.7799960020577
Puente de Vallecas,2018-09-26,Wednesday,26,9,2018,444.14199272872247
Puente de Vallecas,2018-09-27,Thursday,27,9,2018,455.0616399961096
Puente de Vallecas,2018-09-28,Friday,28,9,2018,476.01517461263865
Puente de Vallecas,2018-09-29,Saturday,29,9,2018,376.26193142982254
Puente de Vallecas,2018-09-30,Sunday,30,9,2018,349.1386166416404
Puente de Vallecas,2018-10-01,Monday,1,10,2018,445.538575669107
Puente de Vallecas,2018-10-02,Tuesday,2,10,2018,451.755481229915
Puente de Vallecas,2018-10-03,Wednesday,3,10,2018,466.3601268301011
Puente de Vallecas,2018-10-04,Thursday,4,10,2018,448.33778872942855
Puente de Vallecas,2018-10-05,Friday,5,10,2018,454.669909974824
Puente de Vallecas,2018-10-06,Saturday,6,10,2018,388.71203553609195
Puente de Vallecas,2018-10-07,Sunday,7,10,2018,348.1353082653292
Puente de Vallecas,2018-10-08,Monday,8,10,2018,441.6504888431342
Puente de Vallecas,2018-10-09,Tuesday,9,10,2018,448.5660155597864
Puente de Vallecas,2018-10-10,Wednesday,10,10,2018,450.65538185278194
Puente de Vallecas,2018-10-11,Thursday,11,10,2018,481.42256270575
Puente de Vallecas,2018-10-12,Friday,12,10,2018,307.5433215138489
Puente de Vallecas,2018-10-13,Saturday,13,10,2018,329.1637872711798
Puente de Vallecas,2018-10-14,Sunday,14,10,2018,314.3687734698933
Puente de Vallecas,2018-10-15,Monday,15,10,2018,454.3459056596198
Puente de Vallecas,2018-10-16,Tuesday,16,10,2018,460.4131377203826
Puente de Vallecas,2018-10-17,Wednesday,17,10,2018,453.62950999641487
Puente de Vallecas,2018-10-18,Thursday,18,10,2018,473.82012971276436
Puente de Vallecas,2018-10-19,Friday,19,10,2018,472.3757428915397
Puente de Vallecas,2018-10-20,Saturday,20,10,2018,386.93988182313063
Puente de Vallecas,2018-10-21,Sunday,21,10,2018,361.7126239607809
Puente de Vallecas,2018-10-22,Monday,22,10,2018,458.38484252373655
Puente de Vallecas,2018-10-23,Tuesday,23,10,2018,446.26723525207655
Puente de Vallecas,2018-10-24,Wednesday,24,10,2018,457.4288541959418
Puente de Vallecas,2018-10-25,Thursday,25,10,2018,451.9988716887147
Puente de Vallecas,2018-10-26,Friday,26,10,2018,476.08967814435
Puente de Vallecas,2018-10-27,Saturday,27,10,2018,385.73843887101026
Puente de Vallecas,2018-10-28,Sunday,28,10,2018,335.510963987636
Puente de Vallecas,2018-10-29,Monday,29,10,2018,454.6391136481068
Puente de Vallecas,2018-10-30,Tuesday,30,10,2018,462.62325582589295
Puente de Vallecas,2018-10-31,Wednesday,31,10,2018,471.0012616699181
Puente de Vallecas,2018-11-01,Thursday,1,11,2018,326.90086426553796
Puente de Vallecas,2018-11-02,Friday,2,11,2018,418.18875759876187
Puente de Vallecas,2018-11-03,Saturday,3,11,2018,357.49666044836255
Puente de Vallecas,2018-11-04,Sunday,4,11,2018,331.5330417829343
Puente de Vallecas,2018-11-05,Monday,5,11,2018,440.49258243489686
Puente de Vallecas,2018-11-06,Tuesday,6,11,2018,455.9446112957725
Puente de Vallecas,2018-11-07,Wednesday,7,11,2018,446.0269951930192
Puente de Vallecas,2018-11-08,Thursday,8,11,2018,464.10076864944745
Puente de Vallecas,2018-11-09,Friday,9,11,2018,337.6206311546914
Puente de Vallecas,2018-11-10,Saturday,10,11,2018,352.52390059426017
Puente de Vallecas,2018-11-11,Sunday,11,11,2018,328.2551327996871
Puente de Vallecas,2018-11-12,Monday,12,11,2018,441.4674388206262
Puente de Vallecas,2018-11-13,Tuesday,13,11,2018,459.2402943893957
Puente de Vallecas,2018-11-14,Wednesday,14,11,2018,457.3930108084109
Puente de Vallecas,2018-11-15,Thursday,15,11,2018,461.6867925147252
Puente de Vallecas,2018-11-16,Friday,16,11,2018,481.4232098920312
Puente de Vallecas,2018-11-17,Saturday,17,11,2018,393.0325869847072
Puente de Vallecas,2018-11-18,Sunday,18,11,2018,339.4679645438072
Puente de Vallecas,2018-11-19,Monday,19,11,2018,440.59925304201965
Puente de Vallecas,2018-11-20,Tuesday,20,11,2018,437.0768658355264
Puente de Vallecas,2018-11-21,Wednesday,21,11,2018,448.0536504002181
Puente de Vallecas,2018-11-22,Thursday,22,11,2018,448.5021260065896
Puente de Vallecas,2018-11-23,Friday,23,11,2018,476.9117817293126
Puente de Vallecas,2018-11-24,Saturday,24,11,2018,393.0811511867278
Puente de Vallecas,2018-11-25,Sunday,25,11,2018,335.8339354661769
Puente de Vallecas,2018-11-26,Monday,26,11,2018,446.5803936212129
Puente de Vallecas,2018-11-27,Tuesday,27,11,2018,445.4492935995747
Puente de Vallecas,2018-11-28,Wednesday,28,11,2018,453.64093706401343
Puente de Vallecas,2018-11-29,Thursday,29,11,2018,465.79336397962976
Puente de Vallecas,2018-11-30,Friday,30,11,2018,499.882600154524
Puente de Vallecas,2018-12-01,Saturday,1,12,2018,401.2121031226402
Puente de Vallecas,2018-12-02,Sunday,2,12,2018,340.6977949323251
Puente de Vallecas,2018-12-03,Monday,3,12,2018,460.8852706702142
Puente de Vallecas,2018-12-04,Tuesday,4,12,2018,448.15348890196003
Puente de Vallecas,2018-12-05,Wednesday,5,12,2018,466.928783284934
Puente de Vallecas,2018-12-06,Thursday,6,12,2018,314.39691117553014
Puente de Vallecas,2018-12-07,Friday,7,12,2018,403.45678126879864
Puente de Vallecas,2018-12-08,Saturday,8,12,2018,315.74332626283
Puente de Vallecas,2018-12-09,Sunday,9,12,2018,322.8624537345053
Puente de Vallecas,2018-12-10,Monday,10,12,2018,451.81267070108754
Puente de Vallecas,2018-12-11,Tuesday,11,12,2018,443.2773913457693
Puente de Vallecas,2018-12-12,Wednesday,12,12,2018,457.15080870192094
Puente de Vallecas,2018-12-13,Thursday,13,12,2018,463.1972068811394
Puente de Vallecas,2018-12-14,Friday,14,12,2018,483.01339833486395
Puente de Vallecas,2018-12-15,Saturday,15,12,2018,422.7453885449484
Puente de Vallecas,2018-12-16,Sunday,16,12,2018,359.39181186025434
Puente de Vallecas,2018-12-17,Monday,17,12,2018,456.024521227421
Puente de Vallecas,2018-12-18,Tuesday,18,12,2018,459.95583219102315
Puente de Vallecas,2018-12-19,Wednesday,19,12,2018,474.1667887092898
Puente de Vallecas,2018-12-20,Thursday,20,12,2018,484.8081143306236
Puente de Vallecas,2018-12-21,Friday,21,12,2018,496.3987677985107
Puente de Vallecas,2018-12-22,Saturday,22,12,2018,396.192250763288
Puente de Vallecas,2018-12-23,Sunday,23,12,2018,353.80665084728656
Puente de Vallecas,2018-12-24,Monday,24,12,2018,369.9124737830932
Puente de Vallecas,2018-12-25,Tuesday,25,12,2018,314.9485644816101
Puente de Vallecas,2018-12-26,Wednesday,26,12,2018,399.8697252789545
Puente de Vallecas,2018-12-27,Thursday,27,12,2018,416.31894701474437
Puente de Vallecas,2018-12-28,Friday,28,12,2018,435.1064363801647
Puente de Vallecas,2018-12-29,Saturday,29,12,2018,358.90698863774344
Puente de Vallecas,2018-12-30,Sunday,30,12,2018,336.97563720165374
Puente de Vallecas,2018-12-31,Monday,31,12,2018,378.9929309659414
Puente de Vallecas,2019-01-01,Tuesday,1,1,2019,315.7071474820777
Puente de Vallecas,2019-01-02,Wednesday,2,1,2019,392.4841545400569
Puente de Vallecas,2019-01-03,Thursday,3,1,2019,421.80702746051116
Puente de Vallecas,2019-01-04,Friday,4,1,2019,440.29185014016184
Puente de Vallecas,2019-01-05,Saturday,5,1,2019,344.12679796914676
Puente de Vallecas,2019-01-06,Sunday,6,1,2019,332.3721840021475
Puente de Vallecas,2019-01-07,Monday,7,1,2019,295.2366676599712
Puente de Vallecas,2019-01-08,Tuesday,8,1,2019,434.70072531968407
Puente de Vallecas,2019-01-09,Wednesday,9,1,2019,443.8763951759737
Puente de Vallecas,2019-01-10,Thursday,10,1,2019,453.16324276667837
